,device,date,hive temp,hive humidity,hive pressure,weather temp,weather humidity,weather pressure,wind speed,gust speed,weatherID,cloud coverage,rain,lat,long,file name,queen presence,queen acceptance,frames
1265,1,2022-06-09 05:12:03,21.32,47.32,1007.3,12.12,88,1013,2.06,,800,0,0,37.29,-121.95,2022-06-09--05-12-03_1__segment4.wav,0,0,8
1266,1,2022-06-10 22:41:03,25.58,48.76,1009.64,21.3,61,1016,4.63,,801,20,0,37.29,-121.95,2022-06-10--22-41-03_1__segment3.wav,1,1,8
1267,2,2022-06-12 01:37:00,22.01,57.6,1005.8,18.72,83,1012,2.06,,800,0,0,37.29,-121.95,2022-06-12--01-37-00_2__segment0.wav,1,1,10
1268,2,2022-06-05 20:38:25,25.42,47.82,1008.07,19.82,80,1014,5.66,,803,75,0,37.29,-121.95,2022-06-05--20-38-25_2__segment4.wav,1,2,10
1269,2,2022-06-07 23:57:34,19.94,34.24,1009.41,14.2,59,1015,0.45,0.45,800,0,0,37.29,-121.95,2022-06-07--23-57-34_2__segment0.wav,1,2,10
1270,2,2022-06-10 03:41:56,19.39,52.17,1006.18,16.47,73,1012,0.0,,800,0,0,37.29,-121.95,2022-06-10--03-41-56_2__segment0.wav,1,1,10
1271,2,2022-06-13 08:50:45,38.05,30.18,1010.71,16.71,66,1016,3.09,,801,20,0,37.29,-121.95,2022-06-13--08-50-45_2__segment3.wav,1,1,10
1272,2,2022-06-10 17:45:44,34.47,29.92,1006.32,30.9,41,1013,9.26,,802,40,0,37.29,-121.95,2022-06-10--17-45-44_2__segment1.wav,1,1,10
1273,1,2022-06-13 21:05:17,24.71,33.06,1009.8,16.57,55,1017,4.63,,800,0,0,37.29,-121.95,2022-06-13--21-05-17_1__segment4.wav,1,2,8
1274,1,2022-06-11 08:33:52,28.71,46.45,1009.2,23.93,56,1014,1.54,,801,20,0,37.29,-121.95,2022-06-11--08-33-52_1__segment3.wav,1,1,8
1275,2,2022-06-12 04:34:37,20.6,58.02,1005.01,17.52,86,1011,2.06,,800,0,0,37.29,-121.95,2022-06-12--04-34-37_2__segment3.wav,1,1,10
1276,2,2022-06-09 23:45:06,22.03,41.05,1007.45,19.07,65,1014,3.6,,800,0,0,37.29,-121.95,2022-06-09--23-45-06_2__segment1.wav,1,1,10
1277,2,2022-06-07 21:59:10,20.73,34.23,1009.3,15.88,52,1015,4.12,,800,0,0,37.29,-121.95,2022-06-07--21-59-10_2__segment2.wav,1,2,10
1278,2,2022-06-13 02:55:04,17.24,41.13,1007.99,12.21,79,1014,2.57,,800,0,0,37.29,-121.95,2022-06-13--02-55-04_2__segment4.wav,1,1,10
1279,1,2022-06-13 18:08:05,25.73,28.22,1009.06,,0,0,,,0,0,0,,,2022-06-13--18-08-05_1__segment1.wav,1,2,8
1280,2,2022-06-06 02:33:38,20.11,51.84,1009.6,15.91,81,1015,4.63,,804,100,0,37.29,-121.95,2022-06-06--02-33-38_2__segment1.wav,1,2,10
1281,2,2022-06-06 01:34:26,21.33,52.34,1009.68,16.64,86,1015,4.12,,804,100,0,37.29,-121.95,2022-06-06--01-34-26_2__segment2.wav,1,2,10
1282,1,2022-06-09 07:10:32,23.76,57.41,1007.35,13.28,85,1013,0.89,1.79,803,75,0,37.29,-121.95,2022-06-09--07-10-32_1__segment1.wav,0,0,8
1283,2,2022-06-08 15:51:41,33.64,32.71,1006.67,25.99,53,1012,10.29,,803,75,0,37.29,-121.95,2022-06-08--15-51-41_2__segment3.wav,0,0,10
1284,1,2022-06-13 20:06:14,26.89,28.1,1009.3,19.06,48,1016,6.69,,800,0,0,37.29,-121.95,2022-06-13--20-06-14_1__segment4.wav,1,2,8
1285,2,2022-06-10 21:42:01,25.08,39.16,1008.52,22.23,59,1016,5.66,,802,40,0,37.29,-121.95,2022-06-10--21-42-01_2__segment3.wav,1,1,10
1286,1,2022-06-09 04:12:49,21.56,46.82,1006.82,12.45,87,1012,0.45,0.89,800,0,0,37.29,-121.95,2022-06-09--04-12-49_1__segment0.wav,0,0,8
1287,2,2022-06-08 19:20:13,25.74,40.11,1006.29,21.52,61,1012,7.2,,803,75,0,37.29,-121.95,2022-06-08--19-20-13_2__segment5.wav,0,0,10
1288,1,2022-06-08 20:19:13,29.29,36.34,1006.62,19.44,64,1013,6.69,,803,75,0,37.29,-121.95,2022-06-08--20-19-13_1__segment1.wav,0,0,8
1289,2,2022-06-07 00:16:09,20.28,41.31,1007.28,13.87,74,1013,2.06,,801,20,0,37.29,-121.95,2022-06-07--00-16-09_2__segment5.wav,1,2,10
1290,2,2022-06-09 03:13:33,16.58,56.87,1006.45,12.92,86,1013,0.45,0.89,800,0,0,37.29,-121.95,2022-06-09--03-13-33_2__segment5.wav,0,0,10
1291,2,2022-06-09 14:05:39,43.17,11.51,1005.86,30.09,34,1012,6.17,,802,40,0,37.29,-121.95,2022-06-09--14-05-39_2__segment5.wav,0,0,10
1292,2,2022-06-11 20:41:11,25.55,49.6,1006.89,22.5,67,1013,5.66,,801,20,0,37.29,-121.95,2022-06-11--20-41-11_2__segment1.wav,1,1,10
1293,2,2022-06-11 09:34:20,48.9,20.9,1008.89,26.23,46,1015,0.89,0.89,801,20,0,37.29,-121.95,2022-06-11--09-34-20_2__segment1.wav,1,1,10
1294,2,2022-06-13 11:48:58,51.82,11.7,1010.64,22.02,44,1017,5.66,,721,20,0,37.29,-121.95,2022-06-13--11-48-58_2__segment5.wav,1,1,10
1295,2,2022-06-12 20:59:54,21.61,38.53,1007.0,16.79,68,1014,2.68,5.81,800,0,0,37.29,-121.95,2022-06-12--20-59-54_2__segment4.wav,1,1,10
1296,1,2022-06-10 02:42:31,21.91,51.37,1006.81,16.96,72,1012,0.45,1.34,800,0,0,37.29,-121.95,2022-06-10--02-42-31_1__segment0.wav,1,1,8
1297,2,2022-06-07 21:00:02,22.01,33.27,1008.88,16.99,50,1015,4.12,,800,0,0,37.29,-121.95,2022-06-07--21-00-02_2__segment2.wav,1,2,10
1298,2,2022-06-07 13:07:01,32.67,35.86,1007.73,26.29,47,1013,6.17,,803,75,0,37.29,-121.95,2022-06-07--13-07-01_2__segment5.wav,1,2,10
1299,2,2022-06-08 08:51:21,27.54,40.03,1008.53,20.25,39,1014,1.54,,803,75,0,37.29,-121.95,2022-06-08--08-51-21_2__segment2.wav,1,2,10
1300,2,2022-06-08 07:51:48,23.21,39.48,1008.35,17.74,47,1014,2.06,,803,75,0,37.29,-121.95,2022-06-08--07-51-48_2__segment0.wav,1,2,10
1301,1,2022-06-14 16:50:02,32.8,20.93,1007.21,28.53,25,1013,7.72,,711,20,0,37.29,-121.95,2022-06-14--16-50-02_1__segment1.wav,1,2,8
1302,2,2022-06-10 01:43:29,20.54,45.69,1006.62,17.56,69,1013,1.54,,800,0,0,37.29,-121.95,2022-06-10--01-43-29_2__segment1.wav,1,1,10
1303,2,2022-06-07 14:06:09,31.46,34.07,1007.89,26.53,46,1013,6.17,,800,0,0,37.29,-121.95,2022-06-07--14-06-09_2__segment3.wav,1,2,10
1304,2,2022-06-07 05:12:08,18.15,45.43,1007.08,10.93,80,1013,0.0,,800,0,0,37.29,-121.95,2022-06-07--05-12-08_2__segment5.wav,1,2,10
1305,2,2022-06-06 09:28:32,27.15,48.09,1010.36,18.27,65,1016,4.12,,801,20,0,37.29,-121.95,2022-06-06--09-28-32_2__segment5.wav,1,2,10
1306,1,2022-06-09 01:15:08,22.21,48.16,1007.57,13.82,81,1013,3.09,,800,0,0,37.29,-121.95,2022-06-09--01-15-08_1__segment0.wav,0,0,8
1307,2,2022-06-07 10:09:14,30.08,45.6,1007.94,21.16,54,1013,3.6,,803,75,0,37.29,-121.95,2022-06-07--10-09-14_2__segment1.wav,1,2,10
1308,2,2022-06-11 04:36:04,18.91,52.63,1008.12,16.81,77,1014,0.45,0.89,800,0,0,37.29,-121.95,2022-06-11--04-36-04_2__segment0.wav,1,1,10
1309,2,2022-06-13 09:50:10,45.11,21.89,1010.76,18.69,57,1016,3.13,4.47,721,20,0,37.29,-121.95,2022-06-13--09-50-10_2__segment0.wav,1,1,10
1310,1,2022-06-14 15:50:57,35.18,13.76,1007.62,29.49,23,1014,6.17,,711,20,0,37.29,-121.95,2022-06-14--15-50-57_1__segment5.wav,1,2,8
1311,1,2022-06-09 19:48:22,30.73,29.67,1006.05,25.18,41,1012,6.69,,803,75,0,37.29,-121.95,2022-06-09--19-48-22_1__segment4.wav,1,1,8
1312,2,2022-06-09 06:11:10,16.94,52.1,1007.22,11.95,87,1013,1.54,,802,40,0,37.29,-121.95,2022-06-09--06-11-10_2__segment3.wav,0,0,10
1313,2,2022-06-10 15:33:29,37.84,19.68,1006.21,34.97,27,1013,7.72,,802,40,0,37.29,-121.95,2022-06-10--15-33-29_2__segment3.wav,1,1,10
1314,2,2022-06-08 21:18:28,21.13,46.68,1006.86,17.02,73,1013,4.12,7.2,802,40,0,37.29,-121.95,2022-06-08--21-18-28_2__segment2.wav,0,0,10
1315,2,2022-06-08 21:18:28,21.13,46.68,1006.86,17.02,73,1013,4.12,7.2,802,40,0,37.29,-121.95,2022-06-08--21-18-28_2__segment3.wav,0,0,10
1316,1,2022-06-09 19:48:22,30.73,29.67,1006.05,25.18,41,1012,6.69,,803,75,0,37.29,-121.95,2022-06-09--19-48-22_1__segment5.wav,1,1,8
1317,2,2022-06-10 15:33:29,37.84,19.68,1006.21,34.97,27,1013,7.72,,802,40,0,37.29,-121.95,2022-06-10--15-33-29_2__segment2.wav,1,1,10
1318,2,2022-06-09 06:11:10,16.94,52.1,1007.22,11.95,87,1013,1.54,,802,40,0,37.29,-121.95,2022-06-09--06-11-10_2__segment2.wav,0,0,10
1319,1,2022-06-14 15:50:57,35.18,13.76,1007.62,29.49,23,1014,6.17,,711,20,0,37.29,-121.95,2022-06-14--15-50-57_1__segment4.wav,1,2,8
1320,2,2022-06-13 09:50:10,45.11,21.89,1010.76,18.69,57,1016,3.13,4.47,721,20,0,37.29,-121.95,2022-06-13--09-50-10_2__segment1.wav,1,1,10
1321,2,2022-06-07 10:09:14,30.08,45.6,1007.94,21.16,54,1013,3.6,,803,75,0,37.29,-121.95,2022-06-07--10-09-14_2__segment0.wav,1,2,10
1322,2,2022-06-11 04:36:04,18.91,52.63,1008.12,16.81,77,1014,0.45,0.89,800,0,0,37.29,-121.95,2022-06-11--04-36-04_2__segment1.wav,1,1,10
1323,2,2022-06-06 09:28:32,27.15,48.09,1010.36,18.27,65,1016,4.12,,801,20,0,37.29,-121.95,2022-06-06--09-28-32_2__segment4.wav,1,2,10
1324,1,2022-06-09 01:15:08,22.21,48.16,1007.57,13.82,81,1013,3.09,,800,0,0,37.29,-121.95,2022-06-09--01-15-08_1__segment1.wav,0,0,8
1325,2,2022-06-07 14:06:09,31.46,34.07,1007.89,26.53,46,1013,6.17,,800,0,0,37.29,-121.95,2022-06-07--14-06-09_2__segment2.wav,1,2,10
1326,2,2022-06-07 05:12:08,18.15,45.43,1007.08,10.93,80,1013,0.0,,800,0,0,37.29,-121.95,2022-06-07--05-12-08_2__segment4.wav,1,2,10
1327,2,2022-06-08 07:51:48,23.21,39.48,1008.35,17.74,47,1014,2.06,,803,75,0,37.29,-121.95,2022-06-08--07-51-48_2__segment1.wav,1,2,10
1328,2,2022-06-10 01:43:29,20.54,45.69,1006.62,17.56,69,1013,1.54,,800,0,0,37.29,-121.95,2022-06-10--01-43-29_2__segment0.wav,1,1,10
1329,1,2022-06-14 16:50:02,32.8,20.93,1007.21,28.53,25,1013,7.72,,711,20,0,37.29,-121.95,2022-06-14--16-50-02_1__segment0.wav,1,2,8
1330,2,2022-06-08 08:51:21,27.54,40.03,1008.53,20.25,39,1014,1.54,,803,75,0,37.29,-121.95,2022-06-08--08-51-21_2__segment3.wav,1,2,10
1331,2,2022-06-07 13:07:01,32.67,35.86,1007.73,26.29,47,1013,6.17,,803,75,0,37.29,-121.95,2022-06-07--13-07-01_2__segment4.wav,1,2,10
1332,2,2022-06-07 21:00:02,22.01,33.27,1008.88,16.99,50,1015,4.12,,800,0,0,37.29,-121.95,2022-06-07--21-00-02_2__segment3.wav,1,2,10
1333,1,2022-06-10 02:42:31,21.91,51.37,1006.81,16.96,72,1012,0.45,1.34,800,0,0,37.29,-121.95,2022-06-10--02-42-31_1__segment1.wav,1,1,8
1334,2,2022-06-12 20:59:54,21.61,38.53,1007.0,16.79,68,1014,2.68,5.81,800,0,0,37.29,-121.95,2022-06-12--20-59-54_2__segment5.wav,1,1,10
1335,2,2022-06-13 11:48:58,51.82,11.7,1010.64,22.02,44,1017,5.66,,721,20,0,37.29,-121.95,2022-06-13--11-48-58_2__segment4.wav,1,1,10
1336,2,2022-06-11 09:34:20,48.9,20.9,1008.89,26.23,46,1015,0.89,0.89,801,20,0,37.29,-121.95,2022-06-11--09-34-20_2__segment0.wav,1,1,10
1337,2,2022-06-11 20:41:11,25.55,49.6,1006.89,22.5,67,1013,5.66,,801,20,0,37.29,-121.95,2022-06-11--20-41-11_2__segment0.wav,1,1,10
1338,2,2022-06-09 14:05:39,43.17,11.51,1005.86,30.09,34,1012,6.17,,802,40,0,37.29,-121.95,2022-06-09--14-05-39_2__segment4.wav,0,0,10
1339,2,2022-06-09 03:13:33,16.58,56.87,1006.45,12.92,86,1013,0.45,0.89,800,0,0,37.29,-121.95,2022-06-09--03-13-33_2__segment4.wav,0,0,10
1340,2,2022-06-07 00:16:09,20.28,41.31,1007.28,13.87,74,1013,2.06,,801,20,0,37.29,-121.95,2022-06-07--00-16-09_2__segment4.wav,1,2,10
1341,1,2022-06-08 20:19:13,29.29,36.34,1006.62,19.44,64,1013,6.69,,803,75,0,37.29,-121.95,2022-06-08--20-19-13_1__segment0.wav,0,0,8
1342,2,2022-06-08 19:20:13,25.74,40.11,1006.29,21.52,61,1012,7.2,,803,75,0,37.29,-121.95,2022-06-08--19-20-13_2__segment4.wav,0,0,10
1343,2,2022-06-10 21:42:01,25.08,39.16,1008.52,22.23,59,1016,5.66,,802,40,0,37.29,-121.95,2022-06-10--21-42-01_2__segment2.wav,1,1,10
1344,1,2022-06-09 04:12:49,21.56,46.82,1006.82,12.45,87,1012,0.45,0.89,800,0,0,37.29,-121.95,2022-06-09--04-12-49_1__segment1.wav,0,0,8
1345,1,2022-06-13 20:06:14,26.89,28.1,1009.3,19.06,48,1016,6.69,,800,0,0,37.29,-121.95,2022-06-13--20-06-14_1__segment5.wav,1,2,8
1346,2,2022-06-08 15:51:41,33.64,32.71,1006.67,25.99,53,1012,10.29,,803,75,0,37.29,-121.95,2022-06-08--15-51-41_2__segment2.wav,0,0,10
1347,2,2022-06-06 01:34:26,21.33,52.34,1009.68,16.64,86,1015,4.12,,804,100,0,37.29,-121.95,2022-06-06--01-34-26_2__segment3.wav,1,2,10
1348,2,2022-06-06 02:33:38,20.11,51.84,1009.6,15.91,81,1015,4.63,,804,100,0,37.29,-121.95,2022-06-06--02-33-38_2__segment0.wav,1,2,10
1349,1,2022-06-09 07:10:32,23.76,57.41,1007.35,13.28,85,1013,0.89,1.79,803,75,0,37.29,-121.95,2022-06-09--07-10-32_1__segment0.wav,0,0,8
1350,1,2022-06-13 18:08:05,25.73,28.22,1009.06,,0,0,,,0,0,0,,,2022-06-13--18-08-05_1__segment0.wav,1,2,8
1351,2,2022-06-13 02:55:04,17.24,41.13,1007.99,12.21,79,1014,2.57,,800,0,0,37.29,-121.95,2022-06-13--02-55-04_2__segment5.wav,1,1,10
1352,2,2022-06-12 04:34:37,20.6,58.02,1005.01,17.52,86,1011,2.06,,800,0,0,37.29,-121.95,2022-06-12--04-34-37_2__segment2.wav,1,1,10
1353,2,2022-06-07 21:59:10,20.73,34.23,1009.3,15.88,52,1015,4.12,,800,0,0,37.29,-121.95,2022-06-07--21-59-10_2__segment3.wav,1,2,10
1354,2,2022-06-09 23:45:06,22.03,41.05,1007.45,19.07,65,1014,3.6,,800,0,0,37.29,-121.95,2022-06-09--23-45-06_2__segment0.wav,1,1,10
1355,1,2022-06-13 21:05:17,24.71,33.06,1009.8,16.57,55,1017,4.63,,800,0,0,37.29,-121.95,2022-06-13--21-05-17_1__segment5.wav,1,2,8
1356,1,2022-06-11 08:33:52,28.71,46.45,1009.2,23.93,56,1014,1.54,,801,20,0,37.29,-121.95,2022-06-11--08-33-52_1__segment2.wav,1,1,8
1357,2,2022-06-10 17:45:44,34.47,29.92,1006.32,30.9,41,1013,9.26,,802,40,0,37.29,-121.95,2022-06-10--17-45-44_2__segment0.wav,1,1,10
1358,2,2022-06-13 08:50:45,38.05,30.18,1010.71,16.71,66,1016,3.09,,801,20,0,37.29,-121.95,2022-06-13--08-50-45_2__segment2.wav,1,1,10
1359,2,2022-06-10 03:41:56,19.39,52.17,1006.18,16.47,73,1012,0.0,,800,0,0,37.29,-121.95,2022-06-10--03-41-56_2__segment1.wav,1,1,10
1360,2,2022-06-12 01:37:00,22.01,57.6,1005.8,18.72,83,1012,2.06,,800,0,0,37.29,-121.95,2022-06-12--01-37-00_2__segment1.wav,1,1,10
1361,2,2022-06-07 23:57:34,19.94,34.24,1009.41,14.2,59,1015,0.45,0.45,800,0,0,37.29,-121.95,2022-06-07--23-57-34_2__segment1.wav,1,2,10
1362,2,2022-06-05 20:38:25,25.42,47.82,1008.07,19.82,80,1014,5.66,,803,75,0,37.29,-121.95,2022-06-05--20-38-25_2__segment5.wav,1,2,10
1363,2,2022-06-10 03:41:56,19.39,52.17,1006.18,16.47,73,1012,0.0,,800,0,0,37.29,-121.95,2022-06-10--03-41-56_2__segment3.wav,1,1,10
1364,1,2022-06-11 07:34:54,23.36,57.19,1009.32,20.29,68,1015,0.45,0.45,802,40,0,37.29,-121.95,2022-06-11--07-34-54_1__segment4.wav,1,1,8
1365,1,2022-06-14 11:55:10,39.09,20.87,1009.7,26.5,35,1015,4.63,,800,0,0,37.29,-121.95,2022-06-14--11-55-10_1__segment4.wav,1,2,8
1366,2,2022-06-07 23:57:34,19.94,34.24,1009.41,14.2,59,1015,0.45,0.45,800,0,0,37.29,-121.95,2022-06-07--23-57-34_2__segment3.wav,1,2,10
1367,2,2022-06-12 01:37:00,22.01,57.6,1005.8,18.72,83,1012,2.06,,800,0,0,37.29,-121.95,2022-06-12--01-37-00_2__segment3.wav,1,1,10
1368,2,2022-06-13 08:50:45,38.05,30.18,1010.71,16.71,66,1016,3.09,,801,20,0,37.29,-121.95,2022-06-13--08-50-45_2__segment0.wav,1,1,10
1369,2,2022-06-10 17:45:44,34.47,29.92,1006.32,30.9,41,1013,9.26,,802,40,0,37.29,-121.95,2022-06-10--17-45-44_2__segment2.wav,1,1,10
1370,1,2022-06-10 10:37:28,38.47,26.42,1008.25,29.85,41,1014,2.57,,801,20,0,37.29,-121.95,2022-06-10--10-37-28_1__segment5.wav,1,1,8
1371,2,2022-06-12 08:31:53,38.44,33.87,1005.88,21.14,74,1011,3.09,,802,40,0,37.29,-121.95,2022-06-12--08-31-53_2__segment4.wav,1,1,10
1372,2,2022-06-06 00:35:12,21.59,53.07,1009.61,17.17,85,1015,7.2,,804,100,0,37.29,-121.95,2022-06-06--00-35-12_2__segment5.wav,1,2,10
1373,1,2022-06-11 08:33:52,28.71,46.45,1009.2,23.93,56,1014,1.54,,801,20,0,37.29,-121.95,2022-06-11--08-33-52_1__segment0.wav,1,1,8
1374,2,2022-06-09 01:15:07,19.25,52.87,1007.3,13.82,81,1013,3.09,,800,0,0,37.29,-121.95,2022-06-09--01-15-07_2__segment4.wav,0,0,10
1375,2,2022-06-07 09:09:47,26.47,47.47,1007.78,18.47,64,1014,2.06,,803,75,0,37.29,-121.95,2022-06-07--09-09-47_2__segment4.wav,1,2,10
1376,1,2022-06-13 18:08:05,25.73,28.22,1009.06,,0,0,,,0,0,0,,,2022-06-13--18-08-05_1__segment2.wav,1,2,8
1377,2,2022-06-07 11:08:36,32.13,41.06,1008.14,23.01,53,1013,4.63,,803,75,0,37.29,-121.95,2022-06-07--11-08-36_2__segment5.wav,1,2,10
1378,1,2022-06-08 15:51:41,33.56,33.98,1006.93,25.99,53,1012,10.29,,803,75,0,37.29,-121.95,2022-06-08--15-51-41_1__segment5.wav,1,2,8
1379,2,2022-06-09 23:45:06,22.03,41.05,1007.45,19.07,65,1014,3.6,,800,0,0,37.29,-121.95,2022-06-09--23-45-06_2__segment2.wav,1,1,10
1380,2,2022-06-07 21:59:10,20.73,34.23,1009.3,15.88,52,1015,4.12,,800,0,0,37.29,-121.95,2022-06-07--21-59-10_2__segment1.wav,1,2,10
1381,2,2022-06-08 22:17:37,20.07,44.8,1007.25,15.93,78,1013,4.12,,801,20,0,37.29,-121.95,2022-06-08--22-17-37_2__segment5.wav,0,0,10
1382,2,2022-06-12 04:34:37,20.6,58.02,1005.01,17.52,86,1011,2.06,,800,0,0,37.29,-121.95,2022-06-12--04-34-37_2__segment0.wav,1,1,10
1383,1,2022-06-09 07:10:32,23.76,57.41,1007.35,13.28,85,1013,0.89,1.79,803,75,0,37.29,-121.95,2022-06-09--07-10-32_1__segment2.wav,0,0,8
1384,2,2022-06-06 02:33:38,20.11,51.84,1009.6,15.91,81,1015,4.63,,804,100,0,37.29,-121.95,2022-06-06--02-33-38_2__segment2.wav,1,2,10
1385,2,2022-06-06 01:34:26,21.33,52.34,1009.68,16.64,86,1015,4.12,,804,100,0,37.29,-121.95,2022-06-06--01-34-26_2__segment1.wav,1,2,10
1386,2,2022-06-11 21:40:17,23.85,51.92,1007.17,21.15,74,1013,6.17,,801,20,0,37.29,-121.95,2022-06-11--21-40-17_2__segment4.wav,1,1,10
1387,1,2022-06-09 04:12:49,21.56,46.82,1006.82,12.45,87,1012,0.45,0.89,800,0,0,37.29,-121.95,2022-06-09--04-12-49_1__segment3.wav,0,0,8
1388,2,2022-06-10 21:42:01,25.08,39.16,1008.52,22.23,59,1016,5.66,,802,40,0,37.29,-121.95,2022-06-10--21-42-01_2__segment0.wav,1,1,10
1389,2,2022-06-08 15:51:41,33.64,32.71,1006.67,25.99,53,1012,10.29,,803,75,0,37.29,-121.95,2022-06-08--15-51-41_2__segment0.wav,0,0,10
1390,1,2022-06-11 12:32:11,40.57,18.04,1008.44,31.68,28,1014,5.14,,801,20,0,37.29,-121.95,2022-06-11--12-32-11_1__segment4.wav,1,1,8
1391,1,2022-06-08 20:19:13,29.29,36.34,1006.62,19.44,64,1013,6.69,,803,75,0,37.29,-121.95,2022-06-08--20-19-13_1__segment2.wav,0,0,8
1392,2,2022-06-12 21:59:01,20.35,38.89,1007.27,15.51,69,1014,4.02,4.47,800,0,0,37.29,-121.95,2022-06-12--21-59-01_2__segment4.wav,1,1,10
1393,1,2022-06-10 08:38:24,30.27,40.96,1008.6,24.18,53,1014,0.45,0.89,801,20,0,37.29,-121.95,2022-06-10--08-38-24_1__segment4.wav,1,1,8
1394,2,2022-06-13 06:51:50,18.13,44.52,1009.85,11.88,80,1015,2.57,,801,20,0,37.29,-121.95,2022-06-13--06-51-50_2__segment4.wav,1,1,10
1395,2,2022-06-05 18:40:08,28.14,44.7,1007.48,23.02,71,1013,7.2,,803,75,0,37.29,-121.95,2022-06-05--18-40-08_2__segment4.wav,1,2,10
1396,1,2022-06-10 19:43:44,30.26,36.54,1007.33,26.22,51,1015,6.69,11.32,802,40,0,37.29,-121.95,2022-06-10--19-43-44_1__segment5.wav,1,1,8
1397,2,2022-06-11 20:41:11,25.55,49.6,1006.89,22.5,67,1013,5.66,,801,20,0,37.29,-121.95,2022-06-11--20-41-11_2__segment2.wav,1,1,10
1398,2,2022-06-07 01:15:21,19.43,41.75,1007.59,13.42,74,1013,3.6,,800,0,0,37.29,-121.95,2022-06-07--01-15-21_2__segment5.wav,1,2,10
1399,2,2022-06-07 21:00:02,22.01,33.27,1008.88,16.99,50,1015,4.12,,800,0,0,37.29,-121.95,2022-06-07--21-00-02_2__segment1.wav,1,2,10
1400,2,2022-06-11 17:44:04,32.22,35.5,1006.47,28.73,50,1013,9.26,12.86,801,20,0,37.29,-121.95,2022-06-11--17-44-04_2__segment5.wav,1,1,10
1401,2,2022-06-11 01:38:34,20.7,53.99,1008.53,19.09,71,1014,3.6,,800,0,0,37.29,-121.95,2022-06-11--01-38-34_2__segment4.wav,1,1,10
1402,1,2022-06-10 15:33:29,39.47,22.71,1006.59,34.97,27,1013,7.72,,802,40,0,37.29,-121.95,2022-06-10--15-33-29_1__segment5.wav,1,1,8
1403,2,2022-06-11 09:34:20,48.9,20.9,1008.89,26.23,46,1015,0.89,0.89,801,20,0,37.29,-121.95,2022-06-11--09-34-20_2__segment2.wav,1,1,10
1404,1,2022-06-10 02:42:31,21.91,51.37,1006.81,16.96,72,1012,0.45,1.34,800,0,0,37.29,-121.95,2022-06-10--02-42-31_1__segment3.wav,1,1,8
1405,1,2022-06-08 23:16:44,22.86,48.23,1007.45,15.33,79,1013,4.63,,801,20,0,37.29,-121.95,2022-06-08--23-16-44_1__segment4.wav,0,0,8
1406,2,2022-06-09 04:12:46,15.9,59.0,1006.56,12.45,87,1012,0.45,0.89,800,0,0,37.29,-121.95,2022-06-09--04-12-46_2__segment4.wav,0,0,10
1407,1,2022-06-11 00:39:19,23.44,55.81,1009.54,19.87,68,1015,2.57,,800,0,0,37.29,-121.95,2022-06-11--00-39-19_1__segment4.wav,1,1,8
1408,1,2022-06-14 16:50:02,32.8,20.93,1007.21,28.53,25,1013,7.72,,711,20,0,37.29,-121.95,2022-06-14--16-50-02_1__segment2.wav,1,2,8
1409,2,2022-06-10 01:43:29,20.54,45.69,1006.62,17.56,69,1013,1.54,,800,0,0,37.29,-121.95,2022-06-10--01-43-29_2__segment2.wav,1,1,10
1410,2,2022-06-08 07:51:48,23.21,39.48,1008.35,17.74,47,1014,2.06,,803,75,0,37.29,-121.95,2022-06-08--07-51-48_2__segment3.wav,1,2,10
1411,2,2022-06-13 05:52:38,16.66,49.9,1009.29,10.99,82,1015,0.45,0.89,800,0,0,37.29,-121.95,2022-06-13--05-52-38_2__segment4.wav,1,1,10
1412,2,2022-06-08 08:51:21,27.54,40.03,1008.53,20.25,39,1014,1.54,,803,75,0,37.29,-121.95,2022-06-08--08-51-21_2__segment1.wav,1,2,10
1413,1,2022-06-09 01:15:08,22.21,48.16,1007.57,13.82,81,1013,3.09,,800,0,0,37.29,-121.95,2022-06-09--01-15-08_1__segment3.wav,0,0,8
1414,2,2022-06-07 14:06:09,31.46,34.07,1007.89,26.53,46,1013,6.17,,800,0,0,37.29,-121.95,2022-06-07--14-06-09_2__segment0.wav,1,2,10
1415,2,2022-06-13 09:50:10,45.11,21.89,1010.76,18.69,57,1016,3.13,4.47,721,20,0,37.29,-121.95,2022-06-13--09-50-10_2__segment3.wav,1,1,10
1416,2,2022-06-08 04:53:41,18.77,37.37,1008.04,13.36,58,1014,1.54,,800,0,0,37.29,-121.95,2022-06-08--04-53-41_2__segment4.wav,1,2,10
1417,2,2022-06-11 04:36:04,18.91,52.63,1008.12,16.81,77,1014,0.45,0.89,800,0,0,37.29,-121.95,2022-06-11--04-36-04_2__segment3.wav,1,1,10
1418,2,2022-06-07 10:09:14,30.08,45.6,1007.94,21.16,54,1013,3.6,,803,75,0,37.29,-121.95,2022-06-07--10-09-14_2__segment2.wav,1,2,10
1419,2,2022-06-08 21:18:28,21.13,46.68,1006.86,17.02,73,1013,4.12,7.2,802,40,0,37.29,-121.95,2022-06-08--21-18-28_2__segment1.wav,0,0,10
1420,2,2022-06-10 15:33:29,37.84,19.68,1006.21,34.97,27,1013,7.72,,802,40,0,37.29,-121.95,2022-06-10--15-33-29_2__segment0.wav,1,1,10
1421,2,2022-06-09 06:11:10,16.94,52.1,1007.22,11.95,87,1013,1.54,,802,40,0,37.29,-121.95,2022-06-09--06-11-10_2__segment0.wav,0,0,10
